Timestamp,Trial #,Graph Type,Param Value,Communication Style,Bot Present,Agreement Level,Is DeGroot Baseline
9,0,random_geometric,0.25,Passive,Y,4.422598001302235,True
9,0,random_geometric,0.25,Passive,Y,3.5346045785936284,True
9,0,random_geometric,0.25,Passive,Y,4.612698083192569,True
9,0,random_geometric,0.25,Passive,Y,5.1879363951529225,True
9,0,random_geometric,0.25,Passive,Y,3.4709026697772676,True
9,0,random_geometric,0.25,Passive,Y,4.611460485426493,True
9,0,random_geometric,0.25,Passive,Y,3.469130068859935,True
9,0,random_geometric,0.25,Passive,Y,2.8571851611295545,True
9,0,random_geometric,0.25,Passive-Aggressive,Y,4.603634848975759,True
9,0,random_geometric,0.25,Passive-Aggressive,Y,3.469130068859935,True
9,0,random_geometric,0.25,Passive-Aggressive,Y,5.041859274337101,True
9,0,random_geometric,0.25,Passive-Aggressive,Y,5.151044268209901,True
9,0,random_geometric,0.25,Passive-Aggressive,Y,4.6001190101020395,True
9,0,random_geometric,0.25,Passive-Aggressive,Y,2.5313459811005616,True
9,0,random_geometric,0.25,Passive-Aggressive,Y,4.612124315893472,True
9,0,random_geometric,0.25,Passive-Aggressive,Y,4.607828931094316,True
9,0,random_geometric,0.25,Passive-Aggressive,Y,1.0,True
10,0,random_geometric,0.25,Assertive,Y,4.441566232283327,True
10,0,random_geometric,0.25,Assertive,Y,3.2097348455608814,True
10,0,random_geometric,0.25,Assertive,Y,4.479330555939332,True
10,0,random_geometric,0.25,Assertive,Y,4.606724478082664,True
10,0,random_geometric,0.25,Assertive,Y,4.479330555939332,True
10,0,random_geometric,0.25,Assertive,Y,4.963110297980119,True
10,0,random_geometric,0.25,Assertive,Y,4.604850215378062,True
10,0,random_geometric,0.25,Assertive,Y,5.071011650701721,True
10,0,random_geometric,0.25,Assertive,Y,4.590995001768388,True
10,0,random_geometric,0.25,Assertive,Y,4.597505342147093,True
10,0,random_geometric,0.25,Assertive,Y,3.2223195491121985,True
